0,0,0,1
1,0,1,1
2,0,2,1
3,0,3,1
4,0,4,1
5,0,5,1
6,0,6,1
7,0,7,1
8,0,8,1
9,0,0,2
10,0,1,2
11,0,2,2
12,0,3,2
13,0,4,2
14,0,5,2
15,0,6,2
16,0,7,2
17,0,8,2
18,0,0,3
19,0,1,3
20,0,2,3
21,0,3,3
22,0,4,3
23,0,5,3
24,0,6,3
25,0,7,3
26,0,8,3
27,0,0,4
28,0,1,4
29,0,2,4
30,0,3,4
31,0,4,4
32,0,5,4
33,0,6,4
34,0,7,4
35,0,8,4
36,0,0,5
37,0,1,5
38,0,2,5
39,0,3,5
40,0,4,5
41,0,5,5
42,0,6,5
43,0,7,5
44,0,8,5
45,0,0,6
46,0,1,6
47,0,2,6
48,0,3,6
49,0,4,6
50,0,5,6
51,0,6,6
52,0,7,6
53,0,8,6
54,0,0,7
55,0,1,7
56,0,2,7
57,0,3,7
58,0,4,7
59,0,5,7
60,0,6,7
61,0,7,7
62,0,8,7
63,0,0,8
64,0,1,8
65,0,2,8
66,0,3,8
67,0,4,8
68,0,5,8
69,0,6,8
70,0,7,8
71,0,8,8
72,0,0,9
73,0,1,9
74,0,2,9
75,0,3,9
76,0,4,9
77,0,5,9
78,0,6,9
79,0,7,9
80,0,8,9
81,0,0,10
82,0,1,10
83,0,2,10
84,0,3,10
85,0,4,10
86,0,5,10
87,0,6,10
88,0,7,10
89,0,8,10
90,0,0,11
91,0,1,11
92,0,2,11
93,0,3,11
94,0,4,11
95,0,5,11
96,0,6,11
97,0,7,11
98,0,8,11
99,1,0,2
100,1,1,2
101,1,2,2
102,1,3,2
103,1,4,2
104,1,5,2
105,1,6,2
106,1,7,2
107,1,8,2
108,1,0,3
109,1,1,3
110,1,2,3
111,1,3,3
112,1,4,3
113,1,5,3
114,1,6,3
115,1,7,3
116,1,8,3
117,1,0,4
118,1,1,4
119,1,2,4
120,1,3,4
121,1,4,4
122,1,5,4
123,1,6,4
124,1,7,4
125,1,8,4
126,1,0,5
127,1,1,5
128,1,2,5
129,1,3,5
130,1,4,5
131,1,5,5
132,1,6,5
133,1,7,5
134,1,8,5
135,1,0,6
136,1,1,6
137,1,2,6
138,1,3,6
139,1,4,6
140,1,5,6
141,1,6,6
142,1,7,6
143,1,8,6
144,1,0,7
145,1,1,7
146,1,2,7
147,1,3,7
148,1,4,7
149,1,5,7
150,1,6,7
151,1,7,7
152,1,8,7
153,1,0,8
154,1,1,8
155,1,2,8
156,1,3,8
157,1,4,8
158,1,5,8
159,1,6,8
160,1,7,8
161,1,8,8
162,1,0,9
163,1,1,9
164,1,2,9
165,1,3,9
166,1,4,9
167,1,5,9
168,1,6,9
169,1,7,9
170,1,8,9
171,1,0,10
172,1,1,10
173,1,2,10
174,1,3,10
175,1,4,10
176,1,5,10
177,1,6,10
178,1,7,10
179,1,8,10
180,1,0,11
181,1,1,11
182,1,2,11
183,1,3,11
184,1,4,11
185,1,5,11
186,1,6,11
187,1,7,11
188,1,8,11
189,2,0,3
190,2,1,3
191,2,2,3
192,2,3,3
193,2,4,3
194,2,5,3
195,2,6,3
196,2,7,3
197,2,8,3
198,2,0,4
199,2,1,4
200,2,2,4
201,2,3,4
202,2,4,4
203,2,5,4
204,2,6,4
205,2,7,4
206,2,8,4
207,2,0,5
208,2,1,5
209,2,2,5
210,2,3,5
211,2,4,5
212,2,5,5
213,2,6,5
214,2,7,5
215,2,8,5
216,2,0,6
217,2,1,6
218,2,2,6
219,2,3,6
220,2,4,6
221,2,5,6
222,2,6,6
223,2,7,6
224,2,8,6
225,2,0,7
226,2,1,7
227,2,2,7
228,2,3,7
229,2,4,7
230,2,5,7
231,2,6,7
232,2,7,7
233,2,8,7
234,2,0,8
235,2,1,8
236,2,2,8
237,2,3,8
238,2,4,8
239,2,5,8
240,2,6,8
241,2,7,8
242,2,8,8
243,2,0,9
244,2,1,9
245,2,2,9
246,2,3,9
247,2,4,9
248,2,5,9
249,2,6,9
250,2,7,9
251,2,8,9
252,2,0,10
253,2,1,10
254,2,2,10
255,2,3,10
256,2,4,10
257,2,5,10
258,2,6,10
259,2,7,10
260,2,8,10
261,2,0,11
262,2,1,11
263,2,2,11
264,2,3,11
265,2,4,11
266,2,5,11
267,2,6,11
268,2,7,11
269,2,8,11
270,3,0,4
271,3,1,4
272,3,2,4
273,3,3,4
274,3,4,4
275,3,5,4
276,3,6,4
277,3,7,4
278,3,8,4
279,3,0,5
280,3,1,5
281,3,2,5
282,3,3,5
283,3,4,5
284,3,5,5
285,3,6,5
286,3,7,5
287,3,8,5
288,3,0,6
289,3,1,6
290,3,2,6
291,3,3,6
292,3,4,6
293,3,5,6
294,3,6,6
295,3,7,6
296,3,8,6
297,3,0,7
298,3,1,7
299,3,2,7
300,3,3,7
301,3,4,7
302,3,5,7
303,3,6,7
304,3,7,7
305,3,8,7
306,3,0,8
307,3,1,8
308,3,2,8
309,3,3,8
310,3,4,8
311,3,5,8
312,3,6,8
313,3,7,8
314,3,8,8
315,3,0,9
316,3,1,9
317,3,2,9
318,3,3,9
319,3,4,9
320,3,5,9
321,3,6,9
322,3,7,9
323,3,8,9
324,3,0,10
325,3,1,10
326,3,2,10
327,3,3,10
328,3,4,10
329,3,5,10
330,3,6,10
331,3,7,10
332,3,8,10
333,3,0,11
334,3,1,11
335,3,2,11
336,3,3,11
337,3,4,11
338,3,5,11
339,3,6,11
340,3,7,11
341,3,8,11
342,4,0,5
343,4,1,5
344,4,2,5
345,4,3,5
346,4,4,5
347,4,5,5
348,4,6,5
349,4,7,5
350,4,8,5
351,4,0,6
352,4,1,6
353,4,2,6
354,4,3,6
355,4,4,6
356,4,5,6
357,4,6,6
358,4,7,6
359,4,8,6
360,4,0,7
361,4,1,7
362,4,2,7
363,4,3,7
364,4,4,7
365,4,5,7
366,4,6,7
367,4,7,7
368,4,8,7
369,4,0,8
370,4,1,8
371,4,2,8
372,4,3,8
373,4,4,8
374,4,5,8
375,4,6,8
376,4,7,8
377,4,8,8
378,4,0,9
379,4,1,9
380,4,2,9
381,4,3,9
382,4,4,9
383,4,5,9
384,4,6,9
385,4,7,9
386,4,8,9
387,4,0,10
388,4,1,10
389,4,2,10
390,4,3,10
391,4,4,10
392,4,5,10
393,4,6,10
394,4,7,10
395,4,8,10
396,4,0,11
397,4,1,11
398,4,2,11
399,4,3,11
400,4,4,11
401,4,5,11
402,4,6,11
403,4,7,11
404,4,8,11
405,5,0,6
406,5,1,6
407,5,2,6
408,5,3,6
409,5,4,6
410,5,5,6
411,5,6,6
412,5,7,6
413,5,8,6
414,5,0,7
415,5,1,7
416,5,2,7
417,5,3,7
418,5,4,7
419,5,5,7
420,5,6,7
421,5,7,7
422,5,8,7
423,5,0,8
424,5,1,8
425,5,2,8
426,5,3,8
427,5,4,8
428,5,5,8
429,5,6,8
430,5,7,8
431,5,8,8
432,5,0,9
433,5,1,9
434,5,2,9
435,5,3,9
436,5,4,9
437,5,5,9
438,5,6,9
439,5,7,9
440,5,8,9
441,5,0,10
442,5,1,10
443,5,2,10
444,5,3,10
445,5,4,10
446,5,5,10
447,5,6,10
448,5,7,10
449,5,8,10
450,5,0,11
451,5,1,11
452,5,2,11
453,5,3,11
454,5,4,11
455,5,5,11
456,5,6,11
457,5,7,11
458,5,8,11
459,6,0,7
460,6,1,7
461,6,2,7
462,6,3,7
463,6,4,7
464,6,5,7
465,6,6,7
466,6,7,7
467,6,8,7
468,6,0,8
469,6,1,8
470,6,2,8
471,6,3,8
472,6,4,8
473,6,5,8
474,6,6,8
475,6,7,8
476,6,8,8
477,6,0,9
478,6,1,9
479,6,2,9
480,6,3,9
481,6,4,9
482,6,5,9
483,6,6,9
484,6,7,9
485,6,8,9
486,6,0,10
487,6,1,10
488,6,2,10
489,6,3,10
490,6,4,10
491,6,5,10
492,6,6,10
493,6,7,10
494,6,8,10
495,6,0,11
496,6,1,11
497,6,2,11
498,6,3,11
499,6,4,11
500,6,5,11
501,6,6,11
502,6,7,11
503,6,8,11
504,7,0,8
505,7,1,8
506,7,2,8
507,7,3,8
508,7,4,8
509,7,5,8
510,7,6,8
511,7,7,8
512,7,8,8
513,7,0,9
514,7,1,9
515,7,2,9
516,7,3,9
517,7,4,9
518,7,5,9
519,7,6,9
520,7,7,9
521,7,8,9
522,7,0,10
523,7,1,10
524,7,2,10
525,7,3,10
526,7,4,10
527,7,5,10
528,7,6,10
529,7,7,10
530,7,8,10
531,7,0,11
532,7,1,11
533,7,2,11
534,7,3,11
535,7,4,11
536,7,5,11
537,7,6,11
538,7,7,11
539,7,8,11
540,8,0,9
541,8,1,9
542,8,2,9
543,8,3,9
544,8,4,9
545,8,5,9
546,8,6,9
547,8,7,9
548,8,8,9
549,8,0,10
550,8,1,10
551,8,2,10
552,8,3,10
553,8,4,10
554,8,5,10
555,8,6,10
556,8,7,10
557,8,8,10
558,8,0,11
559,8,1,11
560,8,2,11
561,8,3,11
562,8,4,11
563,8,5,11
564,8,6,11
565,8,7,11
566,8,8,11
567,9,0,10
568,9,1,10
569,9,2,10
570,9,3,10
571,9,4,10
572,9,5,10
573,9,6,10
574,9,7,10
575,9,8,10
576,9,0,11
577,9,1,11
578,9,2,11
579,9,3,11
580,9,4,11
581,9,5,11
582,9,6,11
583,9,7,11
584,9,8,11
585,10,0,11
586,10,1,11
587,10,2,11
588,10,3,11
589,10,4,11
590,10,5,11
591,10,6,11
592,10,7,11
593,10,8,11
